LogID,TransactionID,Model_Version,Prediction_Score,Decision_Engine_Result,Final_Outcome,FeatureVector
LID_001652,TID_001652,v1.2,0.069,ACCEPT,CLEARED,"{""Txn_Amt"": 77.69, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 48.4}"
LID_001653,TID_001653,v1.3,0.1334,REVIEW,CLEARED,"{""Txn_Amt"": 78.25, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 4.2}"
LID_001654,TID_001654,v1.3,0.0044,ACCEPT,CLEARED,"{""Txn_Amt"": 60.51, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 89.7}"
LID_001655,TID_001655,v1.3,0.0059,ACCEPT,CLEARED,"{""Txn_Amt"": 64.04, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 74.5}"
LID_001656,TID_001656,v1.3,0.0935,ACCEPT,CLEARED,"{""Txn_Amt"": 23.22, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 78.0}"
LID_001657,TID_001657,v1.4,0.013,ACCEPT,CLEARED,"{""Txn_Amt"": 298.1, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 49.3}"
LID_001658,TID_001658,v1.3,0.196,REVIEW,CLEARED,"{""Txn_Amt"": 120.9, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 73.0}"
LID_001659,TID_001659,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 54.72, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 37.2}"
LID_001660,TID_001660,v1.3,0.2246,REVIEW,CLEARED,"{""Txn_Amt"": 78.07, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 95.1}"
LID_001661,TID_001661,v1.4,0.061,ACCEPT,CLEARED,"{""Txn_Amt"": 86.87, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 73.4}"
LID_001662,TID_001662,v1.4,0.0028,ACCEPT,CLEARED,"{""Txn_Amt"": 82.84, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 27.6}"
LID_001663,TID_001663,v1.3,0.0163,ACCEPT,CLEARED,"{""Txn_Amt"": 217.91, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 57.5}"
LID_001664,TID_001664,v1.4,0.0072,ACCEPT,CLEARED,"{""Txn_Amt"": 596.13, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 99.8}"
LID_001665,TID_001665,v1.3,0.008,ACCEPT,CLEARED,"{""Txn_Amt"": 31.1, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 20.9}"
LID_001666,TID_001666,v1.4,0.0224,ACCEPT,CLEARED,"{""Txn_Amt"": 74.76, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 2.8}"
LID_001667,TID_001667,v1.4,0.0305,ACCEPT,CLEARED,"{""Txn_Amt"": 36.98, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 66.4}"
LID_001668,TID_001668,v1.4,0.0036,ACCEPT,CLEARED,"{""Txn_Amt"": 180.37, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 97.0}"
LID_001669,TID_001669,v1.3,0.0717,ACCEPT,CLEARED,"{""Txn_Amt"": 162.38, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 49.7}"
LID_001670,TID_001670,v1.3,0.3021,REVIEW,CLEARED,"{""Txn_Amt"": 183.31, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 3.9}"
LID_001671,TID_001671,v1.3,0.3739,REVIEW,CLEARED,"{""Txn_Amt"": 401.6, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 39.8}"
LID_001672,TID_001672,v1.4,0.0246,ACCEPT,CLEARED,"{""Txn_Amt"": 128.22, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 22.5}"
LID_001673,TID_001673,v1.4,0.0815,ACCEPT,CLEARED,"{""Txn_Amt"": 64.04, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 0.5}"
LID_001674,TID_001674,v1.4,0.0519,ACCEPT,CLEARED,"{""Txn_Amt"": 283.43, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 60.2}"
LID_001675,TID_001675,v1.4,0.1874,REVIEW,CLEARED,"{""Txn_Amt"": 76.95, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 16.3}"
LID_001676,TID_001676,v1.3,0.0306,ACCEPT,CLEARED,"{""Txn_Amt"": 57.71, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 12.3}"
LID_001677,TID_001677,v1.3,0.0446,ACCEPT,CLEARED,"{""Txn_Amt"": 24.47, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 35.6}"
LID_001678,TID_001678,v1.3,0.0641,ACCEPT,CLEARED,"{""Txn_Amt"": 14.37, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 51.5}"
LID_001679,TID_001679,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 51.78, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 59.1}"
LID_001680,TID_001680,v1.3,0.3692,REVIEW,CLEARED,"{""Txn_Amt"": 47.86, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 12.6}"
LID_001681,TID_001681,v1.3,0.005,ACCEPT,CLEARED,"{""Txn_Amt"": 84.24, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 51.2}"
LID_001682,TID_001682,v1.4,0.0115,ACCEPT,CLEARED,"{""Txn_Amt"": 21.51, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 92.0}"
LID_001683,TID_001683,v1.3,0.1108,REVIEW,CLEARED,"{""Txn_Amt"": 171.46, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 52.1}"
LID_001684,TID_001684,v1.4,0.0154,ACCEPT,CLEARED,"{""Txn_Amt"": 91.27, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 87.3}"
LID_001685,TID_001685,v1.3,0.1036,REVIEW,CLEARED,"{""Txn_Amt"": 191.34, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 36.2}"
LID_001686,TID_001686,v1.3,0.1417,REVIEW,CLEARED,"{""Txn_Amt"": 22.5, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 10.0}"
LID_001687,TID_001687,v1.3,0.0413,ACCEPT,CLEARED,"{""Txn_Amt"": 24.11, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 41.9}"
LID_001688,TID_001688,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 25.44, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 56.9}"
LID_001689,TID_001689,v1.3,0.0187,ACCEPT,CLEARED,"{""Txn_Amt"": 124.7, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 54.6}"
LID_001690,TID_001690,v1.3,0.2149,REVIEW,FRAUD,"{""Txn_Amt"": 166.04, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 75.9}"
LID_001691,TID_001691,v1.2,0.159,REVIEW,CLEARED,"{""Txn_Amt"": 129.81, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 45.5}"
LID_001692,TID_001692,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 164.85, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 80.3}"
LID_001693,TID_001693,v1.3,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 243.48, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 45.9}"
LID_001694,TID_001694,v1.3,0.0135,ACCEPT,CLEARED,"{""Txn_Amt"": 41.0, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 67.6}"
LID_001695,TID_001695,v1.4,0.032,ACCEPT,CLEARED,"{""Txn_Amt"": 53.71, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 65.8}"
LID_001696,TID_001696,v1.3,0.1244,REVIEW,CLEARED,"{""Txn_Amt"": 98.23, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 64.7}"
LID_001697,TID_001697,v1.3,0.128,REVIEW,CLEARED,"{""Txn_Amt"": 130.61, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 48.8}"
LID_001698,TID_001698,v1.3,0.0613,ACCEPT,CLEARED,"{""Txn_Amt"": 7.33, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 25.7}"
LID_001699,TID_001699,v1.4,0.0493,ACCEPT,CLEARED,"{""Txn_Amt"": 34.57, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 99.7}"
LID_001700,TID_001700,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 548.75, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 96.2}"
LID_001701,TID_001701,v1.3,0.2748,REVIEW,CLEARED,"{""Txn_Amt"": 132.85, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 17.0}"
LID_001702,TID_001702,v1.3,0.0369,ACCEPT,CLEARED,"{""Txn_Amt"": 231.21, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 8.0}"
LID_001703,TID_001703,v1.3,0.0023,ACCEPT,CLEARED,"{""Txn_Amt"": 88.84, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 67.9}"
LID_001704,TID_001704,v1.3,0.1314,REVIEW,CLEARED,"{""Txn_Amt"": 385.59, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 63.4}"
LID_001705,TID_001705,v1.3,0.1164,REVIEW,FRAUD,"{""Txn_Amt"": 103.23, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 93.1}"
LID_001706,TID_001706,v1.3,0.1571,REVIEW,CLEARED,"{""Txn_Amt"": 110.05, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 28.6}"
LID_001707,TID_001707,v1.2,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 15.68, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 86.1}"
LID_001708,TID_001708,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 85.13, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 25.4}"
LID_001709,TID_001709,v1.4,0.0909,ACCEPT,CLEARED,"{""Txn_Amt"": 95.81, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 7.1}"
LID_001710,TID_001710,v1.4,0.1055,REVIEW,FRAUD,"{""Txn_Amt"": 55.05, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 78.7}"
LID_001711,TID_001711,v1.4,0.1071,REVIEW,CLEARED,"{""Txn_Amt"": 687.83, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 32.2}"
LID_001712,TID_001712,v1.3,0.1612,REVIEW,CLEARED,"{""Txn_Amt"": 62.67, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 36.1}"
LID_001713,TID_001713,v1.3,0.1024,REVIEW,CLEARED,"{""Txn_Amt"": 188.54, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 95.9}"
LID_001714,TID_001714,v1.3,0.0031,ACCEPT,CLEARED,"{""Txn_Amt"": 9.71, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 72.3}"
LID_001715,TID_001715,v1.3,0.2193,REVIEW,CLEARED,"{""Txn_Amt"": 74.97, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 73.1}"
LID_001716,TID_001716,v1.4,0.0375,ACCEPT,CLEARED,"{""Txn_Amt"": 26.81, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 19.1}"
LID_001717,TID_001717,v1.4,0.1828,REVIEW,CLEARED,"{""Txn_Amt"": 172.7, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 40.0}"
LID_001718,TID_001718,v1.3,0.382,REVIEW,CLEARED,"{""Txn_Amt"": 545.96, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 94.2}"
LID_001719,TID_001719,v1.2,0.1928,REVIEW,CLEARED,"{""Txn_Amt"": 26.23, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 20.1}"
LID_001720,TID_001720,v1.3,0.3185,REVIEW,CLEARED,"{""Txn_Amt"": 1043.69, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 36.6}"
LID_001721,TID_001721,v1.3,0.2188,REVIEW,CLEARED,"{""Txn_Amt"": 61.54, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 7.5}"
LID_001722,TID_001722,v1.4,0.1076,REVIEW,CLEARED,"{""Txn_Amt"": 11.51, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 37.3}"
LID_001723,TID_001723,v1.4,0.2068,REVIEW,CLEARED,"{""Txn_Amt"": 451.81, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 22.1}"
LID_001724,TID_001724,v1.3,0.014,ACCEPT,CLEARED,"{""Txn_Amt"": 224.96, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 54.7}"
LID_001725,TID_001725,v1.3,0.022,ACCEPT,CLEARED,"{""Txn_Amt"": 18.52, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 38.0}"
LID_001726,TID_001726,v1.3,0.0205,ACCEPT,CLEARED,"{""Txn_Amt"": 93.8, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 60.6}"
LID_001727,TID_001727,v1.3,0.0926,ACCEPT,CLEARED,"{""Txn_Amt"": 235.02, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 46.3}"
LID_001728,TID_001728,v1.4,0.6251,DECLINE,FRAUD,"{""Txn_Amt"": 109.06, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 21.3}"
LID_001729,TID_001729,v1.3,0.2406,REVIEW,CLEARED,"{""Txn_Amt"": 182.85, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 93.5}"
LID_001730,TID_001730,v1.3,0.0362,ACCEPT,CLEARED,"{""Txn_Amt"": 17.93, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 56.2}"
LID_001731,TID_001731,v1.3,0.1324,REVIEW,CLEARED,"{""Txn_Amt"": 37.44, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 99.8}"
LID_001732,TID_001732,v1.4,0.0238,ACCEPT,CLEARED,"{""Txn_Amt"": 164.07, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 59.6}"
LID_001733,TID_001733,v1.4,0.138,REVIEW,CLEARED,"{""Txn_Amt"": 92.52, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 28.9}"
LID_001734,TID_001734,v1.4,0.0423,ACCEPT,CLEARED,"{""Txn_Amt"": 25.71, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 95.4}"
LID_001735,TID_001735,v1.4,0.2165,REVIEW,CLEARED,"{""Txn_Amt"": 57.27, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 76.7}"
LID_001736,TID_001736,v1.4,0.1559,REVIEW,CLEARED,"{""Txn_Amt"": 61.2, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 60.7}"
LID_001737,TID_001737,v1.3,0.0398,ACCEPT,CLEARED,"{""Txn_Amt"": 56.07, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 40.3}"
LID_001738,TID_001738,v1.4,0.0433,ACCEPT,CLEARED,"{""Txn_Amt"": 44.07, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 85.0}"
LID_001739,TID_001739,v1.4,0.0597,ACCEPT,CLEARED,"{""Txn_Amt"": 76.37, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 97.2}"
LID_001740,TID_001740,v1.3,0.0052,ACCEPT,CLEARED,"{""Txn_Amt"": 93.45, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 37.3}"
LID_001741,TID_001741,v1.3,0.0878,ACCEPT,CLEARED,"{""Txn_Amt"": 9.07, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 25.5}"
LID_001742,TID_001742,v1.3,0.0864,ACCEPT,CLEARED,"{""Txn_Amt"": 119.38, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 32.7}"
LID_001743,TID_001743,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 338.32, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 24.6}"
LID_001744,TID_001744,v1.4,0.0915,ACCEPT,CLEARED,"{""Txn_Amt"": 40.47, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 30.6}"
LID_001745,TID_001745,v1.4,0.0577,ACCEPT,CLEARED,"{""Txn_Amt"": 46.31, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 62.1}"
LID_001746,TID_001746,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 284.37, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 9.9}"
LID_001747,TID_001747,v1.2,0.1145,REVIEW,CLEARED,"{""Txn_Amt"": 14.29, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 30.9}"
LID_001748,TID_001748,v1.3,0.0017,ACCEPT,CLEARED,"{""Txn_Amt"": 185.7, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 4.3}"
LID_001749,TID_001749,v1.4,0.0039,ACCEPT,CLEARED,"{""Txn_Amt"": 22.64, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 54.8}"
LID_001750,TID_001750,v1.4,0.1538,REVIEW,CLEARED,"{""Txn_Amt"": 67.06, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 70.0}"
LID_001751,TID_001751,v1.4,0.4401,REVIEW,CLEARED,"{""Txn_Amt"": 231.51, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 81.7}"
LID_001752,TID_001752,v1.4,0.0554,ACCEPT,CLEARED,"{""Txn_Amt"": 22.72, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 79.3}"
LID_001753,TID_001753,v1.3,0.0286,ACCEPT,CLEARED,"{""Txn_Amt"": 162.88, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 35.5}"
LID_001754,TID_001754,v1.3,0.1112,REVIEW,CLEARED,"{""Txn_Amt"": 112.09, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 85.3}"
LID_001755,TID_001755,v1.3,0.2198,REVIEW,CLEARED,"{""Txn_Amt"": 88.95, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 49.7}"
LID_001756,TID_001756,v1.3,0.0486,ACCEPT,CLEARED,"{""Txn_Amt"": 108.96, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 61.1}"
LID_001757,TID_001757,v1.4,0.4393,REVIEW,CLEARED,"{""Txn_Amt"": 68.31, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 85.6}"
LID_001758,TID_001758,v1.4,0.0217,ACCEPT,CLEARED,"{""Txn_Amt"": 60.92, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 16.7}"
LID_001759,TID_001759,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 171.12, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 59.9}"
LID_001760,TID_001760,v1.4,0.1234,REVIEW,CLEARED,"{""Txn_Amt"": 18.88, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 1.4}"
LID_001761,TID_001761,v1.3,0.0038,ACCEPT,CLEARED,"{""Txn_Amt"": 30.9, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 56.2}"
LID_001762,TID_001762,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 3256.06, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 81.9}"
LID_001763,TID_001763,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 940.42, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 63.0}"
LID_001764,TID_001764,v1.3,0.0037,ACCEPT,CLEARED,"{""Txn_Amt"": 231.12, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 68.9}"
LID_001765,TID_001765,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 43.5, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 33.5}"
LID_001766,TID_001766,v1.2,0.0282,ACCEPT,CLEARED,"{""Txn_Amt"": 306.92, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 81.1}"
LID_001767,TID_001767,v1.3,0.3149,REVIEW,CLEARED,"{""Txn_Amt"": 547.78, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 22.6}"
LID_001768,TID_001768,v1.4,0.0387,ACCEPT,CLEARED,"{""Txn_Amt"": 58.76, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 56.8}"
LID_001769,TID_001769,v1.4,0.002,ACCEPT,CLEARED,"{""Txn_Amt"": 39.5, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 28.3}"
LID_001770,TID_001770,v1.2,0.0964,ACCEPT,CLEARED,"{""Txn_Amt"": 247.44, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 52.9}"
LID_001771,TID_001771,v1.3,0.0441,ACCEPT,CLEARED,"{""Txn_Amt"": 16.26, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 5.0}"
LID_001772,TID_001772,v1.4,0.0064,ACCEPT,CLEARED,"{""Txn_Amt"": 36.45, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 85.3}"
LID_001773,TID_001773,v1.3,0.1959,REVIEW,CLEARED,"{""Txn_Amt"": 143.28, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 48.3}"
LID_001774,TID_001774,v1.2,0.0142,ACCEPT,CLEARED,"{""Txn_Amt"": 98.3, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 0.0}"
LID_001775,TID_001775,v1.3,0.0043,ACCEPT,CLEARED,"{""Txn_Amt"": 16.57, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 64.9}"
LID_001776,TID_001776,v1.4,0.0899,ACCEPT,CLEARED,"{""Txn_Amt"": 28.49, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 30.4}"
LID_001777,TID_001777,v1.2,0.0363,ACCEPT,CLEARED,"{""Txn_Amt"": 203.26, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 95.9}"
LID_001778,TID_001778,v1.3,0.2349,REVIEW,CLEARED,"{""Txn_Amt"": 111.91, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 0.3}"
LID_001779,TID_001779,v1.3,0.3495,REVIEW,CLEARED,"{""Txn_Amt"": 15.36, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 41.3}"
LID_001780,TID_001780,v1.4,0.2567,REVIEW,CLEARED,"{""Txn_Amt"": 29.12, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 7.7}"
LID_001781,TID_001781,v1.4,0.2286,REVIEW,CLEARED,"{""Txn_Amt"": 121.23, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 21.9}"
LID_001782,TID_001782,v1.3,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 283.72, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 27.3}"
LID_001783,TID_001783,v1.3,0.0735,ACCEPT,CLEARED,"{""Txn_Amt"": 79.84, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 16.7}"
LID_001784,TID_001784,v1.4,0.0829,ACCEPT,CLEARED,"{""Txn_Amt"": 249.47, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 27.5}"
LID_001785,TID_001785,v1.3,0.0054,ACCEPT,CLEARED,"{""Txn_Amt"": 43.72, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 94.2}"
LID_001786,TID_001786,v1.2,0.014,ACCEPT,CLEARED,"{""Txn_Amt"": 55.91, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 11.8}"
LID_001787,TID_001787,v1.4,0.0578,ACCEPT,CLEARED,"{""Txn_Amt"": 70.3, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 38.2}"
LID_001788,TID_001788,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 99.5, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 38.4}"
LID_001789,TID_001789,v1.3,0.0532,ACCEPT,CLEARED,"{""Txn_Amt"": 41.59, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 95.2}"
LID_001790,TID_001790,v1.3,0.1455,REVIEW,CLEARED,"{""Txn_Amt"": 787.99, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 52.0}"
LID_001791,TID_001791,v1.2,0.0634,ACCEPT,CLEARED,"{""Txn_Amt"": 99.51, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 45.5}"
LID_001792,TID_001792,v1.4,0.0235,ACCEPT,CLEARED,"{""Txn_Amt"": 12.16, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 44.1}"
LID_001793,TID_001793,v1.3,0.0056,ACCEPT,CLEARED,"{""Txn_Amt"": 70.16, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 42.6}"
LID_001794,TID_001794,v1.2,0.0048,ACCEPT,CLEARED,"{""Txn_Amt"": 339.82, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 33.6}"
LID_001795,TID_001795,v1.3,0.2476,REVIEW,CLEARED,"{""Txn_Amt"": 105.99, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 3.0}"
